Customer_ID,Item_ID,Feedback_Text,Rating,Submission_Timestamp,Feedback_Category
1701,15,Loved it!,5,2023-02-21 11:56:40,Ambience
1295,9,Loved it!,3,2023-08-29 12:12:58,Service
1724,4,Delicious!,2,2023-01-06 13:47:13,Food Quality
1719,14,Delicious!,3,2023-11-03 10:19:37,Value for Money
1748,5,Could be better.,1,2023-03-31 09:17:28,Food Quality
1337,2,Needs improvement.,4,2023-03-17 16:59:34,Service
1878,11,Great experience!,4,2023-10-14 18:13:36,Food Quality
1052,9,Needs improvement.,1,2023-12-04 22:15:28,Food Quality
1791,3,Needs improvement.,2,2023-03-03 01:30:21,Service
1921,9,Service was slow.,1,2023-04-14 05:22:43,Food Quality
1216,3,Could be better.,3,2023-10-10 14:21:55,Food Quality
1763,2,Service was slow.,1,2023-05-24 23:23:36,Service
1187,12,Needs improvement.,1,2023-10-08 22:36:53,Ambience
1379,10,Needs improvement.,2,2023-05-12 23:12:26,Service
1492,9,Needs improvement.,3,2023-03-01 01:48:59,Food Quality
1040,15,Loved it!,5,2023-06-22 07:13:02,Value for Money
1156,8,Service was slow.,5,2023-11-04 14:42:15,Value for Money
1014,5,Needs improvement.,4,2023-04-24 10:09:57,Service
1812,11,Delicious!,1,2023-12-05 06:39:52,Value for Money
1064,2,Could be better.,4,2023-01-01 07:21:46,Food Quality
1856,15,Could be better.,2,2023-12-01 04:09:14,Food Quality
1838,6,Delicious!,5,2023-06-25 02:07:48,Service
1520,8,Could be better.,1,2023-06-05 05:41:54,Food Quality
1343,5,Loved it!,2,2023-12-21 07:37:39,Ambience
1128,16,Loved it!,2,2023-08-02 06:46:32,Food Quality
1647,18,Great experience!,1,2023-07-01 03:01:51,Service
1471,6,Great experience!,2,2023-11-09 23:29:15,Ambience
1062,5,Great experience!,1,2023-07-16 15:17:01,Ambience
1138,16,Could be better.,1,2023-10-03 18:45:22,Value for Money
1498,13,Loved it!,3,2023-04-14 04:52:57,Food Quality
1592,5,Loved it!,4,2023-07-25 10:40:32,Service
1391,13,Loved it!,2,2023-07-20 18:04:04,Value for Money
1674,17,Delicious!,2,2023-05-05 03:23:37,Value for Money
1418,18,Loved it!,3,2023-10-18 13:04:34,Food Quality
1288,8,Delicious!,3,2023-01-15 16:07:14,Food Quality
1378,13,Great experience!,3,2023-02-12 15:33:36,Service
1772,19,Great experience!,5,2023-06-01 12:18:33,Value for Money
1489,3,Could be better.,5,2023-12-20 03:59:08,Service
1230,8,Great experience!,5,2023-01-24 10:49:43,Value for Money
1040,2,Could be better.,1,2023-02-23 16:24:07,Value for Money
1027,8,Needs improvement.,2,2023-10-19 20:03:29,Value for Money
1134,13,Needs improvement.,4,2023-04-07 23:11:41,Food Quality
1200,13,Service was slow.,1,2023-01-26 13:56:27,Value for Money
1839,1,Could be better.,2,2023-12-30 01:45:42,Value for Money
1779,6,Service was slow.,2,2023-08-12 11:26:53,Value for Money
1929,19,Service was slow.,3,2023-12-27 08:13:11,Ambience
1032,16,Needs improvement.,3,2023-08-20 05:15:07,Food Quality
1047,8,Could be better.,1,2023-07-14 19:20:14,Ambience
1502,1,Needs improvement.,3,2023-05-02 06:44:22,Food Quality
1406,16,Service was slow.,2,2023-09-02 19:48:54,Service
1573,9,Could be better.,3,2023-06-12 13:02:58,Ambience
1727,13,Service was slow.,5,2023-03-06 21:37:04,Service
1804,11,Loved it!,3,2023-04-17 08:39:50,Value for Money
1098,13,Could be better.,2,2023-06-19 08:39:48,Service
1683,21,Could be better.,1,2023-08-17 05:08:41,Service
1871,10,Service was slow.,4,2023-02-27 02:49:51,Service
1725,4,Loved it!,3,2023-06-13 04:43:40,Service
1986,6,Delicious!,2,2023-11-05 04:38:53,Food Quality
1546,7,Needs improvement.,4,2023-12-17 00:07:01,Ambience
1960,5,Service was slow.,4,2023-12-13 04:04:01,Food Quality
1738,11,Could be better.,5,2023-10-15 10:38:44,Food Quality
1612,13,Needs improvement.,4,2023-09-18 09:44:54,Food Quality
1942,19,Needs improvement.,2,2023-04-14 16:46:42,Service
1461,10,Needs improvement.,2,2023-09-19 23:08:31,Food Quality
1642,10,Delicious!,3,2023-03-31 19:33:25,Ambience
1768,11,Great experience!,3,2023-06-05 10:28:55,Food Quality
1004,21,Service was slow.,3,2023-06-20 16:47:14,Value for Money
1217,7,Great experience!,4,2023-11-02 17:51:34,Service
1502,18,Great experience!,4,2023-12-22 02:20:38,Value for Money
1766,4,Great experience!,5,2023-06-15 03:33:09,Ambience
1397,2,Needs improvement.,3,2023-12-05 11:06:13,Ambience
1870,14,Loved it!,1,2023-09-22 19:28:30,Ambience
1794,13,Needs improvement.,5,2023-12-14 22:04:35,Ambience
1392,12,Needs improvement.,1,2023-06-28 14:08:31,Food Quality
1206,7,Could be better.,4,2023-11-13 10:16:42,Service
1014,2,Could be better.,5,2023-12-29 22:08:15,Ambience
1857,13,Great experience!,5,2023-01-31 00:24:10,Value for Money
1553,14,Needs improvement.,2,2023-04-26 11:31:07,Ambience
1891,17,Great experience!,4,2023-07-25 23:16:00,Service
1460,9,Could be better.,4,2023-12-08 02:40:44,Value for Money
1690,17,Loved it!,5,2023-10-23 17:28:50,Value for Money
1574,8,Service was slow.,4,2023-03-20 09:54:31,Value for Money
1863,2,Great experience!,5,2023-12-20 03:56:17,Food Quality
1742,13,Loved it!,2,2023-03-24 05:28:48,Ambience
1240,3,Service was slow.,5,2023-05-17 17:34:46,Food Quality
1563,16,Delicious!,4,2023-12-10 12:09:10,Value for Money
1095,6,Great experience!,4,2023-09-01 02:34:11,Food Quality
1899,19,Great experience!,5,2023-07-27 03:58:26,Food Quality
1733,7,Delicious!,5,2023-04-16 18:17:00,Food Quality
1484,10,Delicious!,5,2023-02-07 17:14:42,Ambience
1406,9,Great experience!,3,2023-08-25 05:04:30,Value for Money
1230,2,Delicious!,4,2023-05-23 19:31:25,Value for Money
1748,15,Needs improvement.,4,2023-11-11 08:13:29,Ambience
1654,5,Service was slow.,3,2023-03-17 12:19:28,Food Quality
1170,22,Service was slow.,5,2023-09-13 23:22:35,Food Quality
1540,4,Service was slow.,2,2023-08-08 11:17:25,Service
1035,20,Needs improvement.,5,2023-02-25 14:25:59,Service
1524,4,Delicious!,5,2023-10-25 11:51:56,Service
1159,18,Loved it!,3,2023-02-10 08:52:05,Ambience
1838,4,Delicious!,4,2023-07-23 03:00:55,Value for Money
1698,17,Great experience!,5,2023-01-04 00:37:01,Service
1242,12,Could be better.,4,2023-01-06 12:44:04,Value for Money
1085,22,Service was slow.,1,2023-02-22 10:19:04,Value for Money
1795,17,Delicious!,4,2023-05-04 05:59:25,Value for Money
1577,10,Loved it!,2,2023-09-04 20:55:55,Ambience
1681,22,Great experience!,2,2023-06-11 05:32:14,Ambience
1556,1,Needs improvement.,5,2023-05-31 05:25:14,Ambience
1573,22,Needs improvement.,4,2023-08-04 07:21:17,Ambience
1952,18,Loved it!,5,2023-05-01 23:51:55,Service
1645,18,Great experience!,3,2023-02-25 06:37:14,Food Quality
1795,14,Service was slow.,2,2023-05-22 14:56:42,Food Quality
1027,15,Delicious!,5,2023-02-18 11:14:55,Food Quality
1619,12,Great experience!,3,2023-04-22 03:06:29,Service
1555,4,Needs improvement.,5,2023-02-05 21:03:55,Food Quality
1339,3,Loved it!,4,2023-04-22 15:03:02,Service
1797,20,Loved it!,4,2023-07-13 01:43:33,Service
1957,12,Delicious!,4,2023-09-30 13:12:55,Service
1330,7,Loved it!,4,2023-02-11 06:08:28,Food Quality
1639,11,Loved it!,1,2023-02-19 18:18:10,Value for Money
1505,1,Great experience!,3,2023-02-06 19:55:33,Food Quality
1347,6,Service was slow.,3,2023-12-07 10:55:11,Food Quality
1472,15,Delicious!,4,2023-02-09 19:47:44,Ambience
1230,15,Great experience!,1,2023-12-26 05:33:14,Service
1189,19,Service was slow.,4,2023-12-14 22:52:32,Value for Money
1224,11,Great experience!,1,2023-06-05 12:00:31,Ambience
1384,2,Could be better.,4,2023-04-03 10:25:23,Value for Money
1376,14,Great experience!,2,2023-03-18 19:44:09,Value for Money
1282,2,Loved it!,2,2023-05-13 06:16:32,Service
1957,4,Service was slow.,5,2023-03-24 14:06:21,Food Quality
1632,17,Delicious!,4,2023-11-27 06:56:54,Service
1627,3,Delicious!,3,2023-11-09 22:38:53,Service
1972,13,Service was slow.,5,2023-11-22 00:53:14,Ambience
1744,9,Loved it!,2,2023-09-07 18:25:55,Service
1258,7,Needs improvement.,4,2023-12-18 11:12:39,Food Quality
1358,15,Great experience!,5,2023-09-30 15:34:28,Value for Money
1709,11,Loved it!,4,2023-06-02 06:13:18,Service
1455,20,Could be better.,2,2023-10-13 06:51:47,Value for Money
1410,2,Service was slow.,5,2023-01-02 16:06:16,Service
1648,15,Great experience!,2,2023-10-10 23:58:56,Value for Money
1317,14,Delicious!,1,2023-03-08 03:12:29,Service
1676,20,Needs improvement.,2,2023-02-18 22:51:32,Ambience
1224,22,Could be better.,4,2023-10-15 11:20:43,Value for Money
1818,11,Delicious!,3,2023-03-01 23:53:05,Service
1233,3,Service was slow.,2,2023-10-26 21:04:38,Service
1683,17,Great experience!,3,2023-03-10 10:13:14,Ambience
1663,12,Service was slow.,1,2023-08-20 00:43:55,Ambience
1974,21,Great experience!,5,2023-11-23 21:56:43,Ambience
1826,15,Loved it!,5,2023-07-31 18:09:37,Value for Money
1373,16,Needs improvement.,3,2023-01-22 22:13:41,Value for Money
1671,5,Loved it!,5,2023-03-23 19:40:23,Ambience
1607,20,Loved it!,2,2023-10-10 19:37:03,Food Quality
1471,6,Service was slow.,3,2023-07-20 10:50:14,Food Quality
1232,19,Needs improvement.,4,2023-12-07 14:39:42,Service
1691,5,Great experience!,2,2023-10-27 06:48:34,Food Quality
1112,3,Great experience!,2,2023-05-19 00:48:27,Service
1829,1,Could be better.,2,2023-10-18 07:30:44,Value for Money
1496,6,Delicious!,4,2023-03-17 21:34:03,Value for Money
1441,15,Could be better.,1,2023-03-04 22:08:47,Food Quality
1563,2,Could be better.,5,2023-10-10 14:23:14,Value for Money
1267,3,Great experience!,3,2023-08-03 23:17:15,Ambience
1509,17,Service was slow.,1,2023-11-30 21:50:57,Ambience
1806,12,Loved it!,3,2023-11-15 20:49:03,Food Quality
1385,18,Loved it!,5,2023-06-16 12:36:51,Food Quality
1386,15,Loved it!,4,2023-01-07 09:23:47,Service
1112,12,Needs improvement.,2,2023-03-28 23:26:23,Value for Money
1612,16,Great experience!,2,2023-09-11 04:42:04,Service
1624,8,Service was slow.,4,2023-10-22 06:55:35,Service
1951,14,Needs improvement.,1,2023-04-22 21:58:25,Ambience
1080,17,Delicious!,1,2023-10-04 19:33:45,Ambience
1698,21,Service was slow.,3,2023-03-31 05:01:31,Ambience
1112,8,Could be better.,4,2023-03-23 01:27:02,Ambience
1001,15,Service was slow.,1,2023-05-01 16:56:52,Service
1641,14,Service was slow.,4,2023-02-14 00:24:35,Ambience
1219,18,Loved it!,5,2023-03-27 20:08:31,Value for Money
1565,20,Service was slow.,2,2023-05-26 01:53:55,Ambience
1854,7,Could be better.,2,2023-06-12 11:07:46,Ambience
1996,3,Could be better.,2,2023-10-30 03:06:58,Ambience
1735,12,Great experience!,4,2023-03-28 10:12:14,Food Quality
1224,21,Service was slow.,4,2023-11-04 12:54:04,Value for Money
1384,3,Loved it!,3,2023-12-02 23:17:17,Value for Money
1402,20,Service was slow.,2,2023-11-06 03:08:48,Service
1637,14,Delicious!,3,2023-08-23 18:32:42,Service
1129,15,Delicious!,2,2023-01-21 13:57:25,Ambience
1052,14,Loved it!,3,2023-12-03 10:27:21,Food Quality
1683,7,Great experience!,3,2023-09-07 12:45:54,Service
1729,17,Great experience!,5,2023-05-14 10:49:06,Service
1671,12,Could be better.,3,2023-01-14 16:01:00,Ambience
1709,20,Could be better.,4,2023-05-31 04:32:38,Ambience
1415,4,Needs improvement.,3,2023-11-29 02:11:09,Service
1246,9,Loved it!,2,2023-03-19 22:20:15,Service
1835,6,Service was slow.,3,2023-01-23 22:07:06,Value for Money
1438,16,Loved it!,1,2023-03-28 03:05:22,Food Quality
1202,22,Needs improvement.,2,2023-12-13 06:03:56,Value for Money
1183,22,Could be better.,1,2023-04-04 11:50:14,Service
1122,21,Loved it!,2,2023-03-31 01:20:21,Value for Money
1400,21,Loved it!,4,2023-06-26 17:38:57,Value for Money
1766,2,Could be better.,4,2023-04-25 00:12:31,Service
1293,8,Needs improvement.,4,2023-07-09 19:19:34,Ambience
1279,11,Could be better.,1,2023-02-04 01:06:57,Service
1836,13,Great experience!,5,2023-08-11 19:39:47,Ambience
1883,17,Service was slow.,2,2023-03-06 20:44:58,Service
1609,8,Could be better.,4,2023-10-04 10:12:21,Service
1197,21,Needs improvement.,2,2023-07-04 23:53:18,Service
1981,18,Delicious!,1,2023-08-07 05:49:14,Food Quality
1906,18,Great experience!,5,2023-05-21 09:26:21,Ambience
1510,14,Delicious!,1,2023-10-25 08:59:25,Food Quality
1751,15,Could be better.,2,2023-07-29 20:45:14,Service
1143,6,Great experience!,5,2023-08-06 23:16:54,Value for Money
1608,11,Service was slow.,5,2023-04-22 12:41:35,Food Quality
1200,13,Could be better.,1,2023-05-06 04:22:04,Ambience
1123,1,Service was slow.,4,2023-04-30 15:28:26,Service
1186,6,Loved it!,2,2023-06-07 12:08:40,Food Quality
1325,9,Delicious!,3,2023-12-20 15:36:37,Value for Money
1463,8,Great experience!,3,2023-01-13 11:43:58,Food Quality
1348,11,Service was slow.,1,2023-05-23 20:11:59,Ambience
1770,22,Needs improvement.,2,2023-12-18 13:47:39,Food Quality
1659,19,Service was slow.,2,2023-02-18 01:19:12,Value for Money
1763,9,Needs improvement.,1,2023-02-06 12:26:41,Value for Money
1954,17,Could be better.,2,2023-07-24 02:01:52,Ambience
1931,12,Great experience!,4,2023-07-15 11:27:33,Value for Money
1402,14,Service was slow.,1,2023-12-09 00:00:03,Service
1345,15,Service was slow.,4,2023-05-05 16:37:08,Value for Money
1962,16,Great experience!,2,2023-08-27 12:44:31,Service
1510,22,Service was slow.,1,2023-01-11 07:08:15,Food Quality
1146,22,Needs improvement.,2,2023-07-21 00:19:25,Service
1147,20,Service was slow.,1,2023-07-05 04:24:24,Service
1863,1,Delicious!,2,2023-11-20 05:25:36,Food Quality
1710,10,Could be better.,4,2023-11-04 03:27:51,Value for Money
1819,8,Loved it!,4,2023-03-31 01:31:23,Service
1488,18,Needs improvement.,2,2023-11-27 21:43:49,Value for Money
1928,1,Delicious!,1,2023-04-18 14:42:10,Food Quality
1935,2,Could be better.,3,2023-11-30 04:25:26,Ambience
1639,1,Great experience!,4,2023-05-02 20:42:03,Value for Money
1550,1,Needs improvement.,4,2023-02-17 01:43:02,Value for Money
1337,9,Loved it!,3,2023-02-21 17:03:22,Ambience
1871,13,Could be better.,2,2023-05-03 15:54:34,Ambience
1640,1,Loved it!,1,2023-05-02 16:37:18,Food Quality
1778,13,Great experience!,2,2023-12-26 19:43:55,Value for Money
1987,20,Great experience!,5,2023-08-08 10:52:22,Value for Money
1952,22,Needs improvement.,4,2023-05-25 06:01:18,Food Quality
1472,7,Service was slow.,5,2023-01-09 00:37:45,Value for Money
1945,2,Great experience!,4,2023-04-16 09:48:59,Service
1150,6,Could be better.,4,2023-01-19 06:10:16,Service
1414,7,Service was slow.,5,2023-02-19 08:04:24,Service
1989,14,Delicious!,5,2023-02-11 14:17:05,Value for Money
1297,18,Loved it!,2,2023-07-03 17:03:49,Service
1610,15,Service was slow.,5,2023-09-06 05:04:00,Service
1262,2,Loved it!,2,2023-10-15 04:47:34,Food Quality
1763,10,Service was slow.,2,2023-01-16 17:19:17,Food Quality
1143,12,Delicious!,2,2023-07-31 17:22:16,Ambience
1345,17,Great experience!,4,2023-08-31 02:44:03,Ambience
1623,8,Delicious!,4,2023-10-28 17:12:22,Ambience
1571,11,Great experience!,5,2023-01-10 16:39:27,Ambience
1880,3,Great experience!,4,2023-03-18 21:08:37,Food Quality
1001,6,Loved it!,5,2023-04-21 11:25:52,Food Quality
1896,9,Could be better.,4,2023-04-09 04:24:24,Food Quality
1303,6,Delicious!,1,2023-04-05 00:25:56,Service
1253,9,Service was slow.,1,2023-11-05 17:51:04,Service
1651,7,Delicious!,5,2023-07-28 08:19:58,Ambience
1452,9,Loved it!,4,2023-01-28 01:06:39,Service
1036,18,Great experience!,4,2023-12-09 00:21:06,Value for Money
1159,12,Loved it!,2,2023-11-18 00:14:49,Food Quality
1008,8,Needs improvement.,3,2023-06-29 14:04:13,Ambience
1232,8,Needs improvement.,5,2023-08-08 03:52:41,Ambience
1098,18,Service was slow.,3,2023-09-27 05:13:51,Value for Money
1658,20,Loved it!,3,2023-07-23 20:19:42,Service
1815,15,Service was slow.,5,2023-11-27 09:38:34,Ambience
1207,7,Service was slow.,4,2023-06-05 00:55:38,Service
1130,11,Needs improvement.,5,2023-08-03 06:07:25,Service
1403,20,Service was slow.,3,2023-02-14 05:41:10,Value for Money
1151,16,Needs improvement.,4,2023-12-10 03:06:56,Ambience
1053,4,Great experience!,1,2023-05-01 17:51:32,Service
1119,6,Loved it!,5,2023-02-06 09:33:08,Service
1672,22,Service was slow.,5,2023-04-07 14:36:29,Value for Money
1919,3,Needs improvement.,4,2023-08-15 17:40:06,Value for Money
1627,9,Delicious!,1,2023-05-15 17:43:01,Service
1586,10,Service was slow.,1,2023-04-26 01:45:58,Value for Money
1624,14,Could be better.,4,2023-05-04 11:00:23,Service
1967,11,Great experience!,2,2023-04-03 12:12:07,Ambience
1419,18,Great experience!,5,2023-10-24 13:12:09,Food Quality
1421,22,Delicious!,5,2023-08-08 06:08:40,Value for Money
1103,12,Needs improvement.,3,2023-04-04 02:49:52,Food Quality
1851,12,Service was slow.,4,2023-04-10 19:11:34,Service
1253,13,Needs improvement.,3,2023-04-16 20:46:20,Service
1226,13,Great experience!,3,2023-01-06 18:21:36,Service
1111,19,Needs improvement.,1,2023-05-03 04:14:30,Food Quality
1509,19,Great experience!,5,2023-12-14 18:10:22,Service
1472,14,Needs improvement.,3,2023-11-01 18:52:37,Value for Money
1098,4,Delicious!,1,2023-11-16 10:58:41,Ambience
1152,13,Loved it!,4,2023-04-25 08:10:33,Ambience
1860,8,Delicious!,3,2023-10-19 12:30:01,Value for Money
1913,21,Delicious!,5,2023-05-20 14:32:25,Ambience
1895,19,Loved it!,3,2023-05-10 01:44:31,Food Quality
1877,12,Loved it!,4,2023-05-09 14:57:31,Service
1337,18,Service was slow.,3,2023-02-08 13:04:24,Service
1705,6,Service was slow.,5,2023-10-07 10:37:01,Service
1821,18,Delicious!,1,2023-06-07 14:59:38,Food Quality
1162,19,Delicious!,5,2023-06-11 00:19:41,Food Quality
1719,22,Great experience!,1,2023-02-12 10:17:23,Food Quality
1956,5,Great experience!,2,2023-05-09 18:42:57,Value for Money
1680,9,Service was slow.,5,2023-02-02 07:22:19,Food Quality
1995,3,Could be better.,5,2023-05-03 09:26:52,Ambience
1160,10,Could be better.,4,2023-05-11 18:54:20,Value for Money
1579,19,Service was slow.,3,2023-08-21 19:17:28,Value for Money
1800,3,Great experience!,1,2023-12-30 08:07:51,Value for Money
1397,22,Great experience!,1,2023-12-27 14:17:01,Food Quality
1276,15,Could be better.,4,2023-06-16 19:39:49,Value for Money
1815,1,Needs improvement.,4,2023-05-04 17:11:06,Food Quality
1915,7,Needs improvement.,3,2023-05-18 01:12:39,Food Quality
1503,12,Great experience!,3,2023-04-06 07:13:46,Value for Money
1895,17,Needs improvement.,5,2023-02-15 15:52:04,Service
1391,21,Loved it!,2,2023-05-07 15:48:57,Service
1134,20,Service was slow.,3,2023-02-25 04:27:07,Value for Money
1194,5,Service was slow.,4,2023-11-13 07:33:14,Service
1400,4,Great experience!,3,2023-08-30 10:38:38,Ambience
1639,12,Delicious!,1,2023-02-25 23:22:42,Ambience
1032,20,Could be better.,2,2023-08-03 18:51:05,Food Quality
1687,18,Great experience!,5,2023-03-12 21:51:05,Service
1459,17,Needs improvement.,1,2023-12-16 20:11:33,Ambience
1954,19,Could be better.,1,2023-05-08 06:37:15,Value for Money
1882,9,Delicious!,2,2023-03-31 05:37:05,Service
1469,4,Needs improvement.,5,2023-12-19 21:29:59,Ambience
1374,21,Loved it!,4,2023-06-16 09:15:54,Ambience
1021,2,Needs improvement.,5,2023-09-07 16:30:34,Value for Money
1749,4,Loved it!,3,2023-08-08 09:53:56,Food Quality
1669,2,Could be better.,1,2023-07-23 04:59:34,Value for Money
1037,15,Loved it!,3,2023-01-23 03:39:41,Food Quality
1229,2,Could be better.,4,2023-01-18 10:43:15,Ambience
1364,4,Could be better.,3,2023-02-04 11:44:06,Food Quality
